Player,VPIP,PFR,3Bet Total,All-In Adj BB
MuckBrews,51.72,28.74,11.11,-198.32
muckherenow,68.17,14.24,5.13,-179.22
mudacool,66.67,41.67,38.46,6.88
mue84_DE,62.22,5.56,0,120.06
muehli18,89.13,21.74,3.23,11.37
muggsyboges,35.76,27.12,16.22,98.67
mugiwara2,54.62,4.2,1.39,-66.24
mujokuje550,66.67,44.44,0,-32.24
muki12345,86.96,8.7,5.88,-40
mumme63,26.54,15.99,6.85,570.73
mungo888,62.45,18.96,2.82,-124.77
Muntjesvader,22.22,11.11,16.67,-8.68
Murik100,70.37,48.15,0,-17.02
MurrayA10,43.75,25,14.29,26
mursuvalas,27.81,16.23,5.5,140.07
murzik36,32.81,22.81,8.21,-424.8
muserry,38.43,11.32,1.86,-284.35
Muskiep,35.71,14.29,0,-10.99
muslemiabbas,57.94,10.73,4.44,-95.18
MuSsEpiG,38.82,18.04,3.48,39.3
mussiealmelo,81.82,54.55,25,-48.28
mustahelmi,24.31,11.37,4.62,-58.7
mustangmaure,50,0,0,12
Mutale17,86.67,46.67,18.75,-117.43
muttaja,30.63,17.12,0,-3.51
Muttler,70.59,35.29,6.67,-164.41
muttskee,48.15,7.41,0,-51.02
MuurahaisJoe,61.54,46.15,12.5,-71.61
muuustiii,41.18,16.18,0,106.39
muzuri,40,24,0,-39.86
MVDC111,46.67,33.33,0,-75.43
mvle228,44.86,15.44,8.47,-143.17
mvlepri99,61.11,30,0,-147.79
mvz26,67.07,33.54,1.25,-321.15
mwerdna,62.5,18.75,0,-39.45
mwindonk,37.74,17.52,3.91,-457.2
mwttfm,43.81,15.24,4.92,-273.56
MX_Lance,35.82,22.39,10.42,-95.3
my1u,25.36,14.16,7.8,-184.37
Myboypickles,56,28,0,-12.73
myJewishWife,69.39,42.86,19.57,-128.49
MyKilerBoy,62.5,37.5,0,-51.61
myleftfoot33,40,24.55,9.8,-28.7
mymlan,71.79,15.38,0,-212.01
MypainerunsD,25.93,22.22,0,-5.62
MypaTka,45.45,17.42,8.57,-13.02
Myreren,50,0,0,-22.94
myrinho0777,23.81,14.29,9.09,-9.95
mys_marik,100,100,100,-24.34
Mysan86,25.58,0,0,-47.95
Myschkin_Lev,37.5,14.58,2.7,-74.61
mystichrome7,78.58,20.71,8.36,-472.77
mysya 555,17.92,9.49,2.49,-273.61
MZ-9784,63.64,34.09,15.79,90.76
MZonik,54.55,9.09,0,-162.74
MéxicanPoker,66.67,22.22,0,-80
Mückator,58.1,3.67,4.76,-238.98
N Channing,37.45,23.77,10.79,-440.91
n maria77,87.5,25,33.33,-16.72
n-river80,64.52,41.94,10,-20.35
n00z13,0,0,0,0
n0d1ceb4by,27.56,17.07,8.3,-307.31
N0Pa1nN0Ga1n,100,33.33,0,-50
n3ssund0rma,52.87,39.08,24.36,206.51
N3tw0rker,76.19,26.19,0,24.24
N3YMARRRRRRR,42.53,26.32,6.08,-32.04
n4gonemakeit,32.53,14.46,8.11,-31.49
n4ls4r,20.14,11.73,5,401.58
N784,44.44,20.37,16.67,-14.47
N@T@L@T,36.17,22.69,10.69,151.93
Naaaaadj,14.29,0,0,-3.9
naasarn,66.67,33.33,0,-10.61
naboka2,35.42,6.25,0,18.22
naclegb,76.02,44.96,12.47,-1025.82
NaDaA1,60,30,20,-4.36
nadalon,62.5,43.75,12.5,48.35
nadim87hsg,70.45,43.18,4.76,77.53
nadjushka13,38.89,16.67,0,-6.47
nailuj90,33.26,17.31,6.64,216.6
Naiman007,38.35,20.65,2.95,116.63
Najammq,32.56,13.95,5.26,74.21
najsdone,45.45,18.18,25,-36.43
naka82,56.18,14.61,4.17,-65.1
nakavikusi 3,50,0,0,-86.85
nameirakpam8,45.26,11.58,3.7,-152.52
namgunkang,53.7,20.37,3.57,-58.37
naminamiHIH,55.66,33.33,10.06,288.51
namsteri,84.62,7.69,0,57.58
NanaMichalis,66.67,16.67,0,-11.39
nancy_poker1,28.57,28.57,33.33,-80
Nandronol,50,0,0,-18.4
Nap0leon.B,53.21,29.49,7.79,145.03
Napolitana21,100,0,0,-59.06
Naryshkin,53.8,26.81,9.08,-1047.28
Naryshkina,41.67,33.33,0,-22.25
naskeladden,29.86,18.04,8.6,63.23
natale1966,0,0,0,-0.6
NATYBABS,51.54,18.94,2.54,-151.57
NATZZ,37.72,23.93,10.41,269.87
navator,31.15,14.05,1.06,-102.78
navjm,50.45,16.02,0.55,-70.03
naznaz,71.23,25.17,9.09,-1310.33
nden,46.67,20,0,-6.11
ndjuren,80.34,38.46,5,-28.71
ndma77,29.41,23.53,0,-61.32
nedulis2009,39.7,24.06,6.88,-1088.29
Nedzinho187,36.44,16.1,4.26,3.42
needdollarz,34.48,19.89,5.39,-124.33
needle2v,73.13,40.8,16.82,-156.75
NeedOfCash,27.5,12.5,0,21.27
neeno1990,41.79,28.36,5.26,121.9
Neerod405,0,0,0,0
nee|SK|_AR,46.15,38.46,0,-0.3
negutdanut,71.68,24.84,10.99,-698.98
Neiborz,58.23,34.18,8.33,143.2
neilofcfc,63.04,26.09,4.26,-1.53
Neiterzz,53.85,33.33,6.25,16.4
nektak199,53.49,22.66,6.78,-243.3
nema75,58.86,18.99,6.15,-117.96
NEMEZIS JT,23.53,11.76,0,-17.94
nemoland,32.26,19.68,3.88,163.47
nenkito,48.39,38.71,8.33,-100.19
NeoNcoNdoM69,35.84,20.84,9.96,-1003.55
Neptun902,78.38,32.43,13.04,-159.8
nerd2121,59.32,33.05,5.66,18.75
Nerdonrage,30.61,20.41,6.56,50.91
nereids745,95.42,46.62,11.49,-9370.04
nesprie 111,60.27,15.07,5.13,-85.75
ness826,46.3,30.56,21.28,-25.27
Nessilita,27.98,17.66,7.13,-1066.99
nesterzhzhot,38.85,26.07,11.87,6062.27
nestoneto,44.44,33.33,0,-34.44
netinhomara,52.62,15.93,9.41,-325.34
nevadasmoke,0,0,0,0
nevaloose911,74.36,41.03,10.53,-97.89
nevena888,23.62,14.02,1.61,71.15
neverfoldQ5,29.17,14.58,4.17,-27.25
NeverFoldYou,48.76,29.24,10.52,-4266.61
neves,66.87,26.6,7.14,-312.69
Nevzat.S,33.33,0,0,-27.36
new-997,31.81,15.94,2.87,-182.63
newfie112,40.31,5.23,2.76,-246.29
NEWFlat,90,80,50,2.9
NewmanAus,44.2,31.48,12.67,-751
neymar4038,25,0,0,3.64
nFruit,27.96,20.07,2.88,-14.92
ngcviper,70,10,0,25.53
Nhadnindahn,34.64,15.69,8.45,-221.1
NHARE,58.82,5.88,0,64.73
nhtyvmgl,50,16.67,0,49.66
NI1PASOPATRA,44.89,3.85,2.86,-544.28
nianmin,40.34,24.04,5.36,-87.23
Nianza_1,39.12,25.27,8.38,343.34
nibakk,37.68,26.09,0,-7.05
nibben123,45.95,21.62,6.25,7.11
Nic39,45.68,3.09,4.26,118.26
Nic3jok3,63.16,26.32,15.38,-101.13
NICA-TUCUMAN,60,35.19,3.92,-222.71
niccc,27.27,22.73,0,85.16
niceone18,18.18,0,0,-21.39
nick2price,54.76,19.05,0,-14.98
Nick8805,92,20,6.25,-32.37
NickNemeth92,35.29,29.41,0,-85.22
nickvars10,40.3,2.64,1.03,-168.27
nicole0407,35,10,0,-43.22
Nieemi,71.88,11.46,5.97,90.23
nietzche,43.21,21.2,7.3,-167.32
NIGHTFURIAK,48.44,25.26,7.69,-204.71
nik001mm,57.33,6.87,3.82,311.86
Nikdim7,81.24,50.11,16.5,143.56
nikev997,60,30,16.67,-82.12
nikfoto,100,0,0,-3.5
nikkon3108,67.72,24.68,11.9,-190.77
NikkooD,24.79,14.88,12.73,-110.59
Nikolaisen,55,32.5,16,-95.19
nikolakas92,50.13,3.43,3.85,-242.7
nikonor33,42.52,18.6,4.63,-110.37
nikrom84,36.84,15.79,7.14,50.32
Niktens,59.52,30.95,7.69,-98.5
nilppi24,100,100,100,-45.86
Nilsonrt,44.63,16.63,13.13,-875.54
Nimzo87,42.86,7.14,0,6.19
nimzon,30.94,18,9.51,-1085.05
NinjaWill,40,25.56,12.5,-137.56
ninoboys350,50,14.29,12.5,-62.96
NinoPino,33.92,19.54,8.12,1882.58
nipander,56.15,33.08,12.07,13.92
nirmur10,75,50,50,21.7
nisse1976,57.14,42.86,0,8.34
NiTsuA19,52.17,32.61,6.67,-130.12
niuniaaa123,66.67,33.33,0,2.63
nivski23,53.85,15.38,0,-22.83
nizmo jiz,38.65,20.42,9.81,-78.2
NJW01,33.88,20.85,6.45,-456.85
Nkoyi,20.74,13.33,4,-22.2
NLunitDK,42.11,21.05,9.09,-69.71
Nlzkm9,35.01,20.6,9.66,-399.82
nml-free,25.98,15.67,7.73,471.78
Nnikon,40.82,6.12,3.85,2.97
no-shades198,28.49,16.3,5.35,81.48
noalirlir,56.25,5.29,4.5,-230.12
NOBBSY_8,40.5,19.23,1.69,-641.81
Nobluff2me,50,13.04,3.7,304.28
nobody992,52.03,32.1,9.82,-271.5
nocryingpls,35.75,24.35,16.13,5.17
noel 8800,58.24,10.44,4.67,-171.23
noel_nic,62.32,30.6,12.91,-4684.93
NoErEgA,51.52,25.76,10.94,-226.13
noggo75,52.03,19.52,3.16,-167.85
NoHope10,90,50,0,-136.7
nolimit88888,54.78,31.11,10.93,-753.13
nolimitheld,38.71,20.97,6.67,33.45
NoLuckNoCard,60.53,2.63,0,126.07
nomaxCH,53.59,9.9,2.7,-510.04
Nonfo,63.43,22.39,14.94,169.09
nonni77,36.13,18.06,3.03,-159.52
nonytea1,17.65,5.88,0,-29.22
noodlethedog,51.66,3.02,1.59,34.45
NoooWayyy1,45,30,12.5,-45.18
norrbaggen,22.22,8.89,5.56,-29.55
NorskPoker,65.79,42.11,17.65,-121.88
norwayboy92,47.83,30.43,11.11,20.75
NotAble2Fold,32.38,19.57,6.95,896.66
NotBadRaise,48.35,30.68,8.84,-634.44
nottoogood2,42.86,28.57,0,3.38
noune15,100,41.18,11.11,-130.61
Nova011,51.79,30.36,4.55,-169.6
nowimfree333,65.42,31.78,5.45,-163.98
nowORnever22,52.94,5.88,0,-30.69
noysa,72.38,31.38,8.53,-280.44
Npietje,42.31,23.08,9.09,-80.09
npomocc,100,50,100,6.63
NTG75,48.53,7.35,7.32,135.79
ntinos6,80.76,4.03,3.16,-309.09
nudziar,51.14,15.91,2.33,212.25
nuhis,60,40,12.5,21.73
numa0903,80.68,23.86,10.61,-720.9
NUMISOLI64,48.84,17.83,2.94,-242
numlock724,28.57,14.29,0,-2.45
Nusser8383,40.6,12.03,5.88,19.23
nutcaseismo,37.5,16.67,7.69,-116.06
NutsBubble,62.07,27.59,15.38,-82.7
nutscrack27,60,24,9.09,-12.81
Nutselas,18.18,7.79,5.71,-110.46
nutskatz,88.89,0,0,-25.9
nutty_pro458,61.82,40,29.03,-102.29
NUTTYHELM,59.97,39.23,5.91,-610.64
NYJ LTD 101,85.87,27.17,6.98,-237.97
nymannn,30.65,17.74,4.35,-12.38
Nymen,86.41,3.88,0,44.38
nytag111,29.52,17.71,9.6,51.15
NZ mantis,39.56,20.76,5.19,-267.71
nzaczac06,50,15.52,5.56,71.53
NZPC14,100,100,100,7.12
O mago FD,91,2,3.9,-127.33
O'KoneI,37.28,22.11,7.82,-61.17
O-boki-O,53.37,29.75,9.79,-479.62
O.ERDENEE,42.47,0.99,1.42,131.14
O.Klunssila,39.47,23.68,5.56,55.14
o.O_sYsT3m,73.47,50,26.92,-30.63
O_Rappa_BR,57.14,28.57,0,32.61
oakraider300,36.36,6.06,0,-88.8
oAlekosSas,0,0,0,-0.4
Obassett69,93.94,24.24,3.7,-134.27
obidarkxxx,66.67,20,0,-130.26
obimex,66.67,13.89,6.25,-79.81
obina9,63.28,30.17,7.61,-433.01
obliviusVI,55.93,30.51,8.33,-15.04
OBOPUSCHTRA,74.71,8.05,4.55,346.06
OBVAMENTS,62.5,18.75,9.09,85.64
och_jong,69.23,15.38,11.11,-45.45
ocropTi,28.94,17.94,7.78,2752.93
OctaviusSRL,0,0,0,0
Odd_Oddsen,35.32,19.15,8.62,3424.05
oddscompile,30.43,13.04,15.38,27.73
OELoose,60,20,0,-11
OempaLoempah,39.87,25.32,7.25,355.54
OerlikonZH,41.38,0,0,-32.66
ogkush123123,85,30,0,-2.83
Ogun 88,60.71,14.29,7.69,-98.64
oh6 reppa,37.95,19.49,3.8,-52.39
Oh_magic300,50,29.63,8.7,0.53
ohara66,62.86,21.43,5.41,-93.91
ohgetfkd,68.18,31.82,0,-71.44
ohh~jesses,36.64,22.6,5.04,-345.03
ohne22,56.23,29.6,5,-220.08
oidexjohnson,40,0,0,6.9
ojnando,69.28,23.75,8.96,-207.31
OkaaayOkaay,40.63,25.62,9.62,-238.63
Okami78,21.22,13.09,1.87,49.59
okemp,62.75,31.58,10,-475.36
oktayoky,32.08,5.66,7.69,-111.97
Okuza22,55,40,25,-51.14
Olaf777,38.87,20.89,5.03,-182.95
olaktheking,24.32,10.81,0,-7.17
olega,67.8,35.59,0,-30.96
OLEGOS970,64.46,16.78,4.44,-462.82
Oletkossiinä,45.45,0,25,-17.63
olibap13,42.11,26.32,0,-36.35
oliva86d,33.33,0,0,-4
OliverH1992,67.5,40,0,-121.19
olivia92,25,25,0,-35.86
oliviertzak,27.83,15.65,6,14.97
OlliPolli,35.58,21.17,10.08,-584.75
omaha1kid,100,58.82,25,-46.1
omaha4rollz,39.92,25.83,12.42,1535.9
omahaBANK,38.46,23.08,20,-101.11
omahaking03,55.26,9.21,9.09,-87.55
OmahaMan,66.67,23.33,5.56,0.9
omarton,60,37.5,19.51,-69.96
OMG CASH,89.29,39.29,18.18,82.15
OMG CHECK,68,16,11.11,-64.78
OMG_MaTaDoR,41.8,16.39,0,118.23
omglukbox,40.91,18.18,21.43,-77.59
OMGmehorny,29.8,18.54,0,106.6
omgsammjesus,38.46,24.79,5.88,-199.48
OmriadiRaz,100,50,100,0.88
omrizada10,46.3,7.41,5.71,-55.34
omyg0t,39.29,21.43,9.86,282.56
on-it-560,80,22.22,0,-57.07
On_Tilt6,79.44,14.65,3.15,180.78
ONASIS111,37.37,12.12,2,-84.83
One.Last.Mix,45.45,28.1,12.5,184.96
one_life22,66.61,28.98,6.51,93.86
onebadpug,26.89,16.57,6.82,-1289.92
OneCrazy,33.83,21,6.87,-376.05
onehandturks,33.25,16.43,9.91,-79.38
OneMoreSpin,29.4,16.13,7.21,398.69
onesiphorous,18.18,4.55,0,-12.28
onett67,64.29,32.65,2.38,-121.19
ONGGO197,62.4,16.77,5.08,-17.7
Onkel1947,66.67,0,0,-14.81
onlineorgy,38.91,20.56,2.63,-165.96
OnMyLevel85,41.67,16.67,0,-51.12
Onnimanni,68.84,52.56,38.39,-687.38
onsei,77.14,51.43,20,88.97
OnStrike85,30.39,24.02,11.24,-13
Onward 7,75,50,0,-53.38
Onça-Marvada,54,12.9,6.05,-1697.32
OOoo2000,33.33,16.67,0,-9.12
oooodddd777,30,4.67,2.7,-132.27
oostkapelle1,56.25,6.25,7.69,-52.98
Ophidian3,46.51,31.01,10.91,159.43
Optimal7777,58.33,25,16.67,28.8
OptionNz,32.24,17.95,9.33,-524.66
OrandaFish,54.55,36.36,50,-50.73
orca71,79.87,29.08,2.52,-816.37
oregordog,0,0,0,-1
orhagag9384,61.54,40.38,4.35,-87.63
orhnn,100,0,0,-32.15
oriental G,69.23,15.38,10,-57.06
oriente1,51.46,21.36,3.16,-119.81
orionn7,37.5,0,0,-19.99
Orjab,40,40,0,-0.38
OrjaEd,89.29,51.79,32.26,-1.09
orninski,100,100,0,6.4
OSAKA1994,50.57,27.17,9.3,99.96
osiasgriffin,34.66,21.39,8.25,28.27
ositomalvado,42.11,26.32,0,19.25
OslotheSwede,48.36,8.31,5.41,-138.47
OSOOOL,66.67,66.67,0,-2
ossogrande13,57.32,6.17,2.22,-53.99
Ostasik,43,24.5,5.75,-682.52
Ostegott,26.27,13.1,4.82,0.41
osten,37.5,6.25,9.52,47.85
ostepops20,41.12,20.56,2.38,26.35
oswald187,24.24,6.06,7.14,50.03
OtB_RedBaron,27.15,16.56,13.04,166.56
OteroYunez,90,4,2.63,-209.94
otto,53.19,29.79,0,-131.52
otto&inge,80.85,6.38,5.71,-176.37
oui blond,14.29,0,0,-66.38
Outssyndrome,39.81,14.81,1.61,-130.56
OuweSemelaar,53.75,17.5,0,-113.68
ow420,40.51,26.58,10,-67.31
OWC N.I.,41.25,23.64,6.28,-406.6
owensey74,72.34,35.74,7.94,-235.94
Owster7911,28.57,14.29,0,-4.9
oxximoron1,20,0,0,0.17
OZHEIMER,63.23,8.39,2.13,19.97
ozkanlol,43.87,21.43,4.84,-58.27
"Oznina""777""",53.85,0,0,-40
ozup001,100,57.14,22.22,-67.37
P.King.Ziadr,89.09,46.06,29.36,-599.87
p0cket00,42.5,20.5,4.26,-66.13
p0krKid99,60.87,11.8,6.45,-182.72
p3wned_u,69.66,41.01,14.44,-323.23
p86ba,33.76,20.72,8.23,2691.39
Paatrick_129,41.38,25.04,12.85,-2816.34
pAAuletta,61.82,37.13,11.28,-834.38
Pacbell,31.22,5.91,1.9,-7.09
paches19,32.43,0,0,35.07
pacio10,11.76,11.76,0,-57.77
packush,50,0,11.11,-67.6
paco-p555,52.63,29.82,4,24.58
Paco_Ekspres,50,37.5,0,-28.13
paddoc123,44.58,7.23,5.77,-73.72
paddopoker,49.12,15.35,3.25,-385.76
padz888,25,0,0,-11.33
Paggan73,58.26,20.87,1.79,52.52
pago todo ?,49.49,27.27,5.65,220.14
pagouras9,29.03,1.08,2.56,-64.1
Painkiller72,48.66,29.44,18.04,-432.07
pajaromacho,50.91,29.09,14.29,-61.66
Pak_Hero,55.03,13.21,6.36,-274.95
pakapshmi,43.12,21.1,9.62,-119.14
pakd650,43.39,26.56,3.88,-123.47
paket8888,45.83,16.67,0,7.71
Paki playa,96.43,21.43,5.41,25.69
PALAMAKA,18.58,1.86,0.96,92.4
palenque88,33.96,23.58,12.24,-142.02
Pallazzz,36.07,24.59,9.09,63.44
palmen1985,71.79,33.33,6.67,32.19
palokas,26.09,13.91,11.29,85.95
Palsgaard1,44.46,27.46,14.72,-168.69
pan_leo_09,25,15.91,0,-27.69
PANAMARIBO,61.71,42.82,24.47,-54.3
panayz,56.25,18.75,16.22,150.72
PanicPutte,36.16,17.51,13.79,-183.13
panormogr,50.34,30.2,7.46,-64.55
panou69,33.33,16.67,0,0.31
pansarpluto,55,30,5.45,205.21
pant30,52,15,0,114.07
pantau77,41.96,20.98,6.12,-992.55
PANTAZIS AAA,73.33,53.33,33.33,62.49
Pantteri16,18.18,14.55,3.85,1.67
pap2509,75,20.83,8.33,63.54
Papa Leitini,29.63,22.22,0,-7.73
papalambini,49.09,30.55,11.73,129.29
pappadogg,31.34,17.7,8.01,1032.05
Pappe_Ruk,35.84,20.74,6.43,-1245.88
Papyno,47.26,14.38,3.03,134.63
Para_Varmi,68.97,27.59,12.5,-55.03
Paracyde,29.67,16.27,5.94,-289.09
paradela21,61.81,10.07,2.01,-1354.48
ParadOxen1,59.26,48.15,18.18,-39.51
ParamoshaSPB,68.89,57.78,54.05,-43.65
paraskäsi007,0,0,0,-2.5
Pardosh,77.78,61.11,11.11,29.55
ParisLV ACF,100,60,33.33,17.14
parksy1066,43.85,13.9,1.6,-401.38
Paruyr6,100,0,0,-1.29
pasha I986,53.57,42.86,50,-95.11
pashtet132,51.23,26.98,12.6,-641.22
paskalvittu,40.54,16.22,5.26,-34.86
Pasko26,42.11,15.79,0,12.01
Pastafiore,41.76,24.38,11.69,3701.23
pastux69,0,0,0,-1
pat_razz,61.64,34.82,9.78,-312.09
patapong,28.91,16.42,6.56,4958.53
patawkubakia,25,9.38,3.13,112.46
Patkey,66.67,33.33,0,-30.65
patresicek91,50,37.5,0,7.37
patricia793,44,6.67,3.8,37.59
Patronenx,53.33,26.67,0,117.99
patsas25,77.78,22.22,0,-30.5
Patsi,64,32,8.7,25.25
pattull,64,28,16.67,-64.24
Pauladuart,49.7,19.82,7.74,32.51
PauleAdler,33.85,21.34,8.38,-167.85
Paulo FH1962,78.46,4.07,2.25,-384.89
Paulo Motoca,87.9,39.11,7.86,122.62
PauloPortela,47.37,13.16,0,-98.79
pauluspetrus,43.4,9.43,3.33,-9.33
PAULY985,60,26.25,9.52,-25.58
Paulypops79,74.53,28.3,5,372.45
pauz121,78.33,42.45,12.81,-1770.89
Pav06,65.35,28.35,9.86,-172.23
pavanjain,48.78,26.83,20,-46.04
pavel.kruzer,81.75,38.82,10.14,-789.75
pavsywuvsy,63.46,32.69,13.04,-73.01
PaWn77,34.14,19.74,7.72,-412.65
pAwpAw514,31.91,10.64,4.55,-37.61
Pawps18,62.59,21.37,6.69,-380.25
PAWWWW,30.41,16.22,5.17,-63.23
pay8ack123,43.4,26.73,6.47,-83.01
payfort,40,20,0,-80
paylitos,50,10.71,5.88,68.17
pazarcikli67,63.75,12.5,0,-39.56
pazzli,43.43,16,2.35,-76.25
PBJaxx,27.44,13.95,4.78,-25.45
pcmaster1,33.33,33.33,0,-42.6
peaknr1,100,100,0,-7.28
pebblestreet,53.13,23.44,16.22,-43.96
peccie,50.43,13.56,4.21,-172.76
pedalguri,52.17,19.13,3.45,100.61
peder333,69.74,30.59,15.2,-361.01
pee nutts,65.35,27.72,3.64,-54.55
peenutzzz,94.44,38.89,0,-13.25
peenyc718,34.48,0,0,-33.75
peerdepiemel,60.95,20,7.27,-144.05
pehrzah,66.67,1.85,0,-144.22
PeiMaiPano93,40.78,24.75,8.33,4057
pejacpoker,47.54,21.31,3.7,166.4
Pekin49,38.1,14.29,0,-26.17
peldini,58.06,29.03,6.25,-113.62
Pelister10,44.83,6.9,0,-35.69
peltikatto,35.71,25,0,41.64
penetration6,42.86,14.29,0,-67.41
penik555,63.46,11.05,4.76,-385.47
PENNA85,43.85,17.11,2.3,415.76
pentaxnz,78.38,27.03,6.67,-294.44
pente fin885,72.41,18.97,9.68,-48.25
pentrupariur,51.95,19.71,6.06,-155.86
peoples2,40.99,15.53,5.19,-227.98
pepguarro,27.99,17.41,9.18,827.42
pepsi_zero,55.92,35.12,10.87,222.77
perarne73,68.29,2.44,3.13,11.44
permyak77777,32.69,17.31,7.69,-104.16
PerPer,50,50,50,7.38
perros rojos,18.18,9.09,0,2.53
Perry Clarks,73.62,25.69,11.85,414.72
persian1980,50,0,0,-3.5
persik9189,57.67,3.99,1.57,214.76
pertti82,75.71,40,15,92.44
peste moema,49.16,10.06,4.12,-19.63
petegunz36,50,33.33,100,-48.43
peter641123,15.38,2.2,3.53,-39.86
peterb28,58.94,24.24,3.63,-1017.8
peterchr,63.86,13.25,6,-3.71
peterpatat,74.15,46.83,5.21,-538.09
peterrgamblr,70.42,40.85,6.67,164.58
petitprince1,66.67,27.78,16.67,-75.99
petraboss,60.42,30.83,5.36,-91.92
Petracktor,62.16,21.62,4.62,108.3
petsanbon,37.93,22.41,9.38,-14.15
pezza86,54.55,18.18,14.29,19.08
Pfewww,28.57,28.57,0,19.37
PFLIP69,75,41.67,0,-29.55
phallos74,37.98,20.45,7.96,-29.91
Phantomas777,50,27.27,10,-50.76
phatlat,46.39,23.71,10.42,27.56
phazer03,33.33,0,0,36.7
phen13rus,60.53,28.95,33.33,-242.75
Pherz,46.15,23.08,0,89.96
Phi009,66.67,29.82,3.45,121.6
PhilAK123,58.33,2.78,0,-48.75
philivey2666,16.67,16.67,0,1.24
philivey2694,6.67,6.67,0,-15.2
philjodoin66,75,25,25,9.28
philnat,44.44,22.22,0,-8.84
philwalk94,29.41,5.88,11.11,-33.36
Phisherman36,32.96,22.16,10.59,715.19
phobia14,36.71,15.19,2.44,-44.06
PhoenixSpb,52.94,35.29,0,-93.35
Phoney Bones,62.31,5.38,4.94,-161.68
piaopiaoliu,47.79,5.31,4.35,-35.47
PIayItSmart,46.99,32.33,10.28,220.93
pichelmännel,40,20,0,-23.67
pick pepsi,29.41,23.53,0,-2.28
pick up n go,50,25,0,-0.83
pick william,61.79,20.58,4.28,124.49
pickdapocket,45.68,27.16,5.13,-143.95
Pickler11,0,0,0,-1.5
PickupScraps,58.68,15.7,1.54,-161.52
PickyTooth,30.91,17.63,6.54,596.12
pierresven,46.15,23.08,8.33,-33.95
pierrrick,32.54,19.94,10.48,-562.88
PigInJapan,37.5,12.5,0,-10.55
Piitur582,100,33.33,33.33,17.21
PIKACHUN228,63.16,15.79,0,-54.37
PikkuHUMPPA,48.03,28.35,6.45,-86.58
Pilat0s,46.37,31.14,21.68,-283.33
Pilen6,43.75,18.75,0,-21.52
pillmafi92,61.3,15.06,3.76,287.86
piléwi,46.88,18.75,5.88,-58.8
Pimany,70.71,31.45,9.7,91.19
pimenta7,23.55,12.81,1.85,69.12
pimplaren,52.38,2.38,0,37.89
pimpxxxdaddy,26.67,13.94,2.74,-130.2
PimpyLimpy,32.03,21.26,5.56,269.15
pinapod,75,17.39,3.28,-351.58
Pindel,74.29,34.29,17.65,-26.37
pinduca iret,78.99,46.63,12.96,-309.76
pingkiip,76.63,29.88,4.62,-652.21
PINGUWARRIOR,30.39,16.54,6.81,1111.15
pinkyen75,67.57,29.73,8.33,-107.26
pinocrime21,29.67,21.05,13.78,-142.17
pinpi86,55.21,27.6,7.53,-129.04
Pinpointpoke,34.62,3.85,0,1.48
Piphya,52,0,0,-67.85
PIPI tapis!,32.81,21.71,9.6,33.28
pipocorleone,62.5,12.5,0,-20.99
Piquette,24.36,12.82,5.88,53.73
Pirate507,44.59,16.56,2.56,-126.09
Piratos16,83.33,16.67,0,-84.1
Pirke91,75,33.33,16.67,18.59
Pisi2016,45.33,24.3,8.51,-241.81
PISKER4VILDT,41.32,24.38,12.75,-291.62
pisko189,33.33,33.33,0,-8.78
pistolAU,62.5,0,0,97.14
pitafas,65.38,46.15,18.52,261.1
pitbul70,50,7.14,0,16.48
Pitcher1928,53.19,15.43,1.16,1.42
pito101,73.08,33.33,11.36,45.83
Pits-Play,36.36,0,0,17.25
pitthegreek1,68.92,22.97,4.55,-30.74
pitwolf,46.38,30.43,22.58,43.76
pizzamannen,70.21,25.53,2.17,-275.02
PJ0709,95.97,37.1,16.46,58.26
PK811,50.37,21.94,4.67,-581.22
pkcos,51.32,30.26,5.41,146.45
PKDanho,66.41,47.29,22.83,-1230.21
PKPachy420,100,63.64,0,-65.83
pkr.corp1,67.67,47.67,25.44,-194.03
pkr_falk,31,15.04,3.91,165.31
PL4YERZERO,80,20,0,-92
plat53,66.67,33.33,25,21.45
platini8408,64.24,30.46,5.8,-169.63
pLaTo0n,69.44,2.78,0,18.93
play2win1172,61.76,11.88,0,-166.78
playboy340,41.99,24.24,7.14,-157.92
Playboyskien,52,8,11.54,-78.31
PlayEasy565,60,5,6.25,-73.19
player0207,34.17,22.5,3.64,-34.52
player292292,45.61,26.32,7.55,-118.33
PLAYPKR,28.6,10.03,3.59,-192.34
playwithbals,70.14,34.69,10.82,-406.25
plo4rolls,44.44,9.52,3.23,-57.84
plo8,66.67,66.67,50,14.33
plodprong,30.13,6.46,2.69,-138.45
PLOWER22,32.43,13.51,5.88,16.92
plspaythxbye,33.49,23.66,13.07,-896.99
Pluizer,39.08,27.59,5.88,267.94
Plundrarn,33.07,19.9,6.23,256.74
plusbank88,45,20,8.33,-36.7
plzdonkme,54.92,33.61,11.11,-19.95
PlzDontSlowR,41.23,18.56,9.38,246.81
pmahoney22,43.75,23.96,14.58,-43.3
pmcginn67,0,0,0,0
po82m,35.96,19.1,11.36,-20.66
pobeda8888,36,8,0,-20.66
PocketAndAx,49.47,7.47,0,-96.47
pocketduckks,71.43,57.14,0,-24.95
PocketJoey,25,16.67,0,-5.75
Pockets100,61.9,25.4,13.89,-149.58
pockythecat,62.28,21.68,6.17,-243.14
poetmm,58.14,37.21,11.11,-200.22
